TOKEN_ID,TOKEN_NAME,Species,Location,Muscles,Armour,Helmet,Trim,Helmet Glow,Body Glow,Katanas,Katana Left,Katana Right,Robes,Shoulder Robe Right,Rare Equipment #1,Rare Equipment #2,Rare Equipment #3,Kunais,Kunai Left,Kunai Right,Shoulder Robe Left,Special Ability #1,Crossbow,Jetpack,Zweihanders,Zweihander Left,Glitchcloak,Special Ability #2,Shield,Speed,Stamina,Craftsmanship,Defence,Stealth,Leadership,Communication,Weapon Skill,Attack,Charge,Toughness,Health,Range,Damage,Intelligence,Freewill,Psychic,Magic,Battle Score,Medi Kits,Special Ability #3,Hood,Shadow Blades,Shadow Blade Right,Spears,Spear Left,Swiftcloak,Spear Right,Zweihander Right,Special Ability #4,Special Ability #5,Special Ability #6,Special Ability #7,Shadow Blade Left
5029,Bastianen,Zen,Lake,Platinum,Glossy Black,Glossy Black,Gold,White,Green,,,,Full,White High Gloss Silk,,,,Dual,EMP Kunai,EMP Kunai,White High Gloss Silk,Blessed one,Equipped,,Single,Equipped,,EMP blast,,78.0,70.0,62.0,120.0,54.0,148.0,100.0,124.0,103.0,50.0,93.0,85.0,77.0,84.0,85.0,85.0,0.0,0.0,79.0,,Platypus,White High Gloss Silk,Single,Equipped,,,,,,,,,,
5030,Playful,Snow,Arctic,White,Glossy White,Snow Camo,Glossy White,Blue,Green,Dual,Plasma Pink,Plasma Pink,Single,Mesh Maroon,,,,Single,Black Tip Kunai,,,Mortal faith,Equipped,,,,,,,81.0,75.0,64.0,70.0,49.0,76.0,100.0,79.0,77.0,62.0,57.0,57.0,66.0,72.0,80.0,85.0,0.0,0.0,64.0,,,Mesh Maroon,,,,,,,,,,,,
5031,Jenni,Defender,Laboratory,Glossy Black,Purple,Glossy Black,Glossy Black,Pink,Purple,,,,,,,,,,,,,Shield charmer,,,,,Equipped,Unseen,,68.0,70.0,60.0,78.0,76.0,80.0,102.0,75.0,64.0,41.0,68.0,64.0,48.0,65.0,90.0,85.0,0.0,0.0,63.0,,,,,,,,,,,,,,,
5032,Teenamarie,Civil,Temple Ruins,Grey,Black,White,Black,Purple,Purple,Single,,Rusty,,,,,,,,,,Artisan,,,,,,Bills kill,,63.0,59.0,114.0,45.0,44.0,13.0,100.0,57.0,52.0,42.0,31.0,73.0,37.0,41.0,85.0,85.0,0.0,0.0,52.0,Dual,Healer,,,,,,,,,,,,,
5033,Phyrra,Citizen,Alley,Black,Black,Carbon Grey,Urban Camo,Orange,,Single,,Rusty,,,,,,,,,,Healer,,,,,,,,64.0,60.0,77.0,49.0,44.0,26.0,100.0,47.0,48.0,41.0,45.0,76.0,35.0,41.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
5034,Tyffany,Citizen,Alley,Urban Camo,Carbon Grey,Grey,Urban Camo,Orange,,,,,,,,,,,,,,Healer,,,,,,,,63.0,58.0,75.0,55.0,47.0,33.0,100.0,51.0,51.0,45.0,52.0,82.0,35.0,40.0,85.0,85.0,0.0,0.0,53.0,Dual,,,,,,,,,,,,,,
5035,Debra,Construction,Construction Site,Amber,Rust,Rust,Grey,Orange,Orange,,,,,,,,,,,,,,,Equipped,,,,,,75.0,61.0,95.0,33.0,46.0,4.0,100.0,42.0,42.0,50.0,40.0,53.0,43.0,40.0,85.0,85.0,0.0,0.0,50.0,Right,,,,,,,,,,,,,,
5036,Latecia,Civil,Workshop,White,Black,Grey,Yellow,Purple,Yellow,Single,,Rusty,,,,,,,,,,Lore lover,,,,,,,,63.0,59.0,105.0,39.0,41.0,9.0,100.0,45.0,45.0,42.0,35.0,60.0,35.0,41.0,90.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
5037,Lynise,Sand,Desert,Amber,Desert Camo,Desert Camo,Amber,Blue,Green,,,,Full,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Circus knives,Equipped,Equipped,,,,Shadow born,,80.0,62.0,65.0,72.0,69.0,77.0,100.0,86.0,83.0,66.0,62.0,61.0,84.0,74.0,85.0,85.0,0.0,0.0,67.0,,,,,,Dual,Yellow,,Orange,,,,,,
5038,Elina,Civil,Temple Ruins,Black,Grey,Yellow,White,,,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,65.0,61.0,113.0,41.0,47.0,-4.0,100.0,49.0,47.0,41.0,29.0,73.0,35.0,42.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
5039,Grady,Construction,Construction Site,Rust,Rust,Amber,Rust,Yellow,Orange,,,,,,,,,,,,,Starkware,,Equipped,,,,Jetburst,,80.0,61.0,100.0,29.0,47.0,1.0,100.0,39.0,41.0,69.0,36.0,56.0,48.0,40.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
5040,Kirstin,Jungle,Jungle,Glossy Black,Carbon Black,Carbon Black,Glossy Black,Yellow,Yellow,Single,Plasma Orange,,Full,Mesh Swamp Green,,,,Single,,Black Tip Kunai,Mesh Swamp Green,Dead eye,Equipped,Equipped,,,,Javelin,Equipped,90.0,71.0,64.0,77.0,63.0,79.0,100.0,102.0,99.0,62.0,60.0,68.0,79.0,73.0,85.0,85.0,0.0,0.0,70.0,,,,,,Single,,,Blue,,,,,,
5041,Kaytlyn,Sand,Desert,Desert Camo,Amber,Amber,Amber,Yellow,Yellow,,,,Full,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,Nylon Fabric Black Worn,Shadow born,,,,,,,,66.0,59.0,68.0,72.0,64.0,80.0,100.0,82.0,73.0,55.0,60.0,59.0,56.0,73.0,85.0,85.0,0.0,0.0,63.0,,,Nylon Fabric Black Worn,,,Dual,Yellow,,Orange,,,,,,
5042,Velinda,Logistics,Brutalist,Orange,Grey,Grey,Rust,Orange,Orange,,,,,,,,,,,,,Starkware,,Equipped,,,,Jetburst,,79.0,55.0,85.0,24.0,44.0,4.0,100.0,28.0,44.0,65.0,36.0,39.0,48.0,35.0,85.0,85.0,0.0,0.0,48.0,,,,,,,,,,,,,,,
5043,Gwedalia,Construction,Construction Site,Rust,Rust,Grey,Rust,Yellow,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,Jetburst,,75.0,61.0,101.0,24.0,47.0,-2.0,100.0,35.0,38.0,64.0,33.0,68.0,43.0,40.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
5044,Shud,Hunter,Abandoned Building,Silver,Urban Camo,Urban Camo,Glossy Black,,,,,,,,,,,Single,,EMP Kunai,,Jetburst,,Equipped,,,,Fools silver,,92.0,63.0,60.0,76.0,71.0,73.0,100.0,83.0,77.0,74.0,65.0,69.0,77.0,72.0,85.0,85.0,0.0,0.0,68.0,,,,,,Single,,,Blue,,,,,,
5045,Ariana,Citizen,Alley,Grey,Grey,Grey,Grey,,Orange,Dual,Shiny,Rusty,,,,,,,,,,Healer,,,,,,,,66.0,63.0,82.0,45.0,46.0,21.0,100.0,45.0,46.0,43.0,40.0,71.0,35.0,43.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
5046,Xzavier,Hunter,Cave,Red,Glossy Black,Red,Carbon Black,Red,Red,,,,,,,,,,,,,Enabler,Equipped,,,,,,,103.0,80.0,60.0,70.0,84.0,85.0,97.0,85.0,79.0,55.0,61.0,57.0,92.0,73.0,85.0,85.0,0.0,0.0,70.0,,,,Single,,Single,,Equipped,Green,,,,,,Equipped
5047,Ayldrad,Logistics,Brutalist,Grey,Grey,Grey,Grey,Yellow,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,Mortal faith,,79.0,55.0,93.0,28.0,44.0,1.0,100.0,23.0,45.0,57.0,32.0,56.0,48.0,35.0,80.0,85.0,0.0,0.0,48.0,Left,Starkware,,,,,,,,,,,,,
5048,Vanessamarie,Sand,Desert,Desert Camo,Amber,Amber,Tan,Green,Yellow,,,,Single,Nylon Fabric Black Worn,,,,,,,,Assassin,Equipped,Equipped,,,,Jetburst,Equipped,89.0,63.0,68.0,65.0,66.0,65.0,100.0,68.0,67.0,71.0,62.0,70.0,59.0,56.0,85.0,85.0,0.0,0.0,63.0,,,,,,,,,,,,,,,
5049,Amdrew,Civil,Workshop,White,Black,Grey,White,,Purple,,,,,,,,,,,,,,,,,,,,,61.0,57.0,89.0,33.0,42.0,6.0,100.0,42.0,43.0,40.0,37.0,48.0,35.0,40.0,85.0,85.0,0.0,0.0,47.0,,,,,,,,,,,,,,,
5050,Laney,Construction,Construction Site,Grey,Grey,Amber,,Yellow,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,,,79.0,61.0,96.0,28.0,44.0,-1.0,100.0,42.0,43.0,49.0,35.0,64.0,43.0,40.0,85.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
5051,Judkins,Snow,Arctic,Snow Camo,White,Glossy White,White,Orange,Blue,Single,Plasma Blue,,Single,Mesh Maroon,,,,Single,Black Tip Kunai,,,Circus knives,Equipped,Equipped,,,,Shadow born,,88.0,70.0,64.0,62.0,58.0,70.0,100.0,80.0,79.0,78.0,57.0,57.0,85.0,73.0,85.0,85.0,0.0,0.0,66.0,,Jetburst,,,,Single,,,Pink,,,,,,
5052,Bonnwynn,Hunter,Cave,Glossy Black,Urban Camo,Carbon Black,Glossy Black,Red,Green,,,,Single,Mesh Black,,,,Single,EMP Kunai,,,Jetburst,,Equipped,,,,,,94.0,67.0,62.0,64.0,89.0,80.0,100.0,73.0,62.0,69.0,63.0,60.0,71.0,66.0,85.0,85.0,0.0,0.0,66.0,,,,,,,,,,,,,,,
5053,Shaul,Sand,Desert,Desert Camo,Amber,Tan,Desert Camo,Orange,Green,,,,Single,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,,Second wind,Equipped,,,,,Dead eye,,66.0,67.0,68.0,65.0,58.0,66.0,100.0,84.0,72.0,51.0,64.0,58.0,67.0,68.0,85.0,85.0,0.0,0.0,62.0,,Shadow born,,,,Single,,,Orange,,,,,,
5054,Kainoa,Civil,Workshop,Yellow,White,Black,Yellow,Purple,Purple,Single,,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,63.0,59.0,112.0,40.0,41.0,13.0,100.0,48.0,46.0,42.0,31.0,73.0,35.0,41.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
5055,Daniher,Logistics,Brutalist,Rust,Grey,Orange,,Yellow,Yellow,,,,,,,,,,,,,Blind charge,,Equipped,,,,,,83.0,50.0,84.0,22.0,45.0,-2.0,100.0,26.0,42.0,55.0,35.0,33.0,43.0,35.0,85.0,85.0,0.0,0.0,46.0,,,,,,,,,,,,,,,
5056,Atlee,Construction,Crane Sunset,Grey,Amber,Amber,Amber,Yellow,,,,,,,,,,,,,,,,,,,,,,60.0,56.0,94.0,40.0,43.0,3.0,100.0,48.0,46.0,41.0,43.0,57.0,35.0,40.0,85.0,85.0,0.0,0.0,49.0,Right,,,,,,,,,,,,,,
5057,Laquilla,Sand,Desert,Tan,Amber,Amber,Amber,Yellow,Orange,,,,Single,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,,,Equipped,,,,,,,67.0,59.0,71.0,56.0,59.0,63.0,100.0,64.0,54.0,43.0,53.0,52.0,52.0,62.0,85.0,85.0,0.0,0.0,57.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
5058,Haemir,Citizen,Alley,Grey,Black,Black,,Orange,,Dual,Shiny,Rusty,,,,,,,,,,,,,,,,,,70.0,63.0,74.0,39.0,46.0,18.0,100.0,48.0,48.0,43.0,38.0,48.0,35.0,43.0,85.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
5059,Remijio,Snow,Arctic,White,Snow Camo,White,Snow Camo,Blue,Blue,,,,Full,Mesh Maroon,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Maroon,Ice surfer,,Equipped,,,,Circus knives,Equipped,90.0,62.0,63.0,68.0,56.0,71.0,100.0,73.0,72.0,81.0,57.0,66.0,89.0,73.0,85.0,85.0,0.0,0.0,66.0,,Shadow born,,,,Single,,,Pink,,Starkware,Jetburst,,,
5060,Lessa,Citizen,Alley,Urban Camo,Black,Carbon Grey,Carbon Grey,Orange,,Single,,Rusty,,,,,,,,,,Lore lover,,,,,,,,65.0,60.0,78.0,56.0,48.0,32.0,100.0,55.0,53.0,45.0,52.0,71.0,35.0,41.0,90.0,85.0,0.0,0.0,54.0,Dual,,,,,,,,,,,,,,
5061,Blum,Logistics,Warehouse,Rust,Orange,Rust,Orange,Orange,Orange,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,76.0,60.0,92.0,29.0,46.0,2.0,100.0,25.0,42.0,45.0,33.0,65.0,39.0,35.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
5062,Elisha,Civil,Temple Ruins,Yellow,Grey,Grey,Black,Purple,Purple,Single,,Rusty,,,,,,,,,,Artisan,,,,,,,,63.0,59.0,113.0,39.0,44.0,12.0,100.0,46.0,44.0,42.0,30.0,57.0,35.0,41.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
5063,Na,Construction,Crane Sunset,Amber,Chlorine Caustics,Rust,Rust,Yellow,,,,,,,,,,,,,,Brickie,,Equipped,,,,Healer,,85.0,61.0,101.0,46.0,41.0,9.0,100.0,51.0,54.0,54.0,47.0,82.0,48.0,40.0,85.0,85.0,0.0,7.0,55.0,Dual,Starkware,,,,,,,,,,,,,
5064,Zoljin,Logistics,Brutalist,Rust,Orange,Orange,Orange,,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,Starkware,,79.0,55.0,85.0,30.0,48.0,3.0,100.0,32.0,46.0,49.0,36.0,61.0,48.0,35.0,90.0,85.0,0.0,0.0,49.0,Left,Trust in rust,,,,,,,,,,,,,
5065,Dinky,Defender,Laboratory,Purple,Purple,Glossy Black,Glossy Black,White,White,,,,,,,,,,,,,Strong arm,,,Single,,,Javelin,,76.0,81.0,60.0,83.0,42.0,85.0,97.0,95.0,76.0,46.0,86.0,67.0,69.0,71.0,85.0,85.0,0.0,0.0,67.0,,Enabler,,,,Single,Blue,Equipped,,Equipped,,,,,
5066,Tsutsui,Snow,Arctic,Glossy White,White,Snow Camo,Glossy White,Blue,Orange,Single,Plasma Pink,,Single,Mesh Maroon,,,,Single,Black Tip Kunai,,,Dead eye,Equipped,,,,,Shadow born,,73.0,67.0,64.0,68.0,53.0,76.0,100.0,90.0,80.0,54.0,57.0,57.0,79.0,73.0,85.0,85.0,0.0,0.0,65.0,,,Mesh Maroon,,,Single,,,Blue,,,,,,
5067,Christiana,Logistics,Warehouse,Rust,Orange,Orange,Grey,,Yellow,,,,,,,,,,,,,Jetburst,,Equipped,,,,Trust in rust,,74.0,55.0,85.0,27.0,47.0,4.0,100.0,32.0,46.0,59.0,37.0,47.0,43.0,35.0,90.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
5068,Slinky,Citizen,Alley,Black,Urban Camo,Black,Black,,Orange,Dual,Rusty,Rusty,,,,,,,,,,Healer,,,,,,,,65.0,62.0,76.0,53.0,53.0,27.0,100.0,52.0,53.0,46.0,49.0,80.0,35.0,42.0,85.0,85.0,0.0,0.0,54.0,Dual,,,,,,,,,,,,,,
5069,Noosh,Defender,Laboratory,Purple,Glossy White,Purple,Glossy Black,White,Pink,,,,Single,,,,,Dual,EMP Kunai,EMP Kunai,Mesh Light Purple,Herd immunity,,,,,,EMP blast,,64.0,72.0,64.0,116.0,41.0,86.0,100.0,86.0,72.0,40.0,70.0,72.0,52.0,77.0,85.0,85.0,0.0,0.0,66.0,,,Mesh Light Purple,,,,,,,,,,,,
5070,Karuna,Police,Urban,Dark Blue,Dark Blue,Carbon Grey,Dark Blue,Blue,,Dual,Shiny,Plasma Blue,,,,,,,,,,Blessed one,,,,,,Healer,Equipped,74.0,68.0,65.0,74.0,45.0,64.0,100.0,73.0,72.0,51.0,55.0,87.0,44.0,49.0,85.0,85.0,0.0,0.0,61.0,Right,,,,,,,,,,,,,,
5071,Denevi,Citizen,Alley,Carbon Grey,Black,Black,Black,Orange,,Dual,Rusty,Rusty,,,,,,,,,,Healer,,,,,,,,67.0,62.0,71.0,49.0,49.0,27.0,100.0,52.0,51.0,43.0,48.0,72.0,35.0,42.0,85.0,85.0,0.0,0.0,52.0,Left,,,,,,,,,,,,,,
5072,Kacy,Police,Urban,Dark Blue,Blue Camo,Carbon Grey,Carbon Grey,Blue,,,,,,,,,,,,,,Herd immunity,,,,,,Healer,,68.0,64.0,74.0,63.0,46.0,53.0,100.0,54.0,55.0,45.0,56.0,94.0,31.0,42.0,85.0,85.0,0.0,0.0,56.0,Dual,,,,,,,,,,,,,,
5073,Bingo,Citizen,Alley,Grey,Carbon Grey,Urban Camo,Black,Orange,,Dual,Rusty,Shiny,,,,,,,,,,Artisan,,,,,,,,68.0,63.0,86.0,53.0,54.0,31.0,100.0,60.0,54.0,47.0,46.0,60.0,35.0,43.0,85.0,85.0,0.0,0.0,54.0,Left,,,,,,,,,,,,,,
5074,Bargain,Logistics,Warehouse,Orange,Rust,Grey,Grey,,Yellow,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,81.0,60.0,91.0,27.0,47.0,-1.0,100.0,26.0,43.0,64.0,34.0,67.0,44.0,35.0,85.0,85.0,0.0,0.0,49.0,Left,Starkware,,,,,,,,,Jetburst,,,,
5075,Marilia,Police,Urban,Black,Black,Carbon Grey,Black,Blue,,Single,,Plasma Blue,,,,,,,,,,Artisan,,,,,,Herd immunity,Equipped,73.0,70.0,93.0,63.0,45.0,47.0,100.0,58.0,55.0,47.0,41.0,79.0,32.0,47.0,85.0,85.0,0.0,0.0,57.0,Dual,,,,,,,,,,,,,,
5076,Portia,Sand,Desert,Desert Camo,Tan,Amber,Tan,Blue,Green,Dual,Plasma Blue,Plasma Blue,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,Equipped,,,,,,,80.0,71.0,67.0,73.0,53.0,69.0,100.0,83.0,79.0,57.0,56.0,56.0,73.0,78.0,85.0,85.0,0.0,0.0,65.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
5077,Jokiel,Construction,Crane Sunset,Rust,Amber,Grey,,,Orange,,,,,,,,,,,,,,,,,,,,,64.0,56.0,93.0,30.0,43.0,-5.0,100.0,43.0,42.0,41.0,35.0,49.0,35.0,40.0,85.0,85.0,0.0,0.0,46.0,Right,,,,,,,,,,,,,,
5078,Iffasse,Construction,Construction Site,Rust,Grey,Amber,Grey,,,,,,,,,,,,,,,Jetburst,,Equipped,,,,Trust in rust,,75.0,61.0,97.0,28.0,51.0,-5.0,100.0,43.0,42.0,62.0,36.0,58.0,43.0,40.0,90.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
5079,Sylver,Police,Urban,Dark Blue,Black,Blue Camo,,Blue,,Single,,Plasma Blue,,,,,,,,,,Second wind,,,,,,,Equipped,74.0,75.0,67.0,62.0,44.0,46.0,100.0,59.0,59.0,51.0,53.0,66.0,36.0,47.0,85.0,85.0,0.0,0.0,56.0,Left,,,,,,,,,,,,,,
5080,Mihara,Logistics,Warehouse,Orange,Orange,Rust,Orange,,,,,,,,,,,,,,,Healer,,Equipped,,,,,,74.0,55.0,82.0,34.0,50.0,-3.0,100.0,30.0,47.0,43.0,36.0,62.0,43.0,35.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
5081,Nibbles,Construction,Crane Sunset,Northern Lights,Rust,Amber,Grey,,Orange,,,,,,,,,,,,,Artisan,,,,,,Healer,,60.0,56.0,111.0,49.0,35.0,14.0,105.0,54.0,50.0,40.0,41.0,82.0,35.0,40.0,90.0,85.0,0.0,28.0,54.0,Dual,Aurora,,,,,,,,,,,,,
5082,Chai,Civil,Temple Ruins,Black,Black,Grey,Grey,,Yellow,,,,,,,,,,,,,Artisan,,,,,,Healer,,61.0,57.0,112.0,36.0,42.0,3.0,100.0,46.0,43.0,40.0,31.0,68.0,35.0,40.0,85.0,85.0,0.0,0.0,49.0,Right,,,,,,,,,,,,,,
5083,Amol,Logistics,Brutalist,Rust,Orange,Rust,Orange,,Orange,,,,,,,,,,,,,Healer,,Equipped,,,,Starkware,,79.0,55.0,86.0,29.0,49.0,-3.0,100.0,25.0,42.0,49.0,32.0,57.0,48.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
5084,Danay,Police,Urban,Carbon Grey,Blue Camo,Carbon Grey,Blue Camo,,Blue,,,,,,,,,,,,,,,,,,,,Equipped,66.0,58.0,65.0,66.0,44.0,53.0,100.0,56.0,56.0,47.0,57.0,75.0,34.0,42.0,85.0,85.0,0.0,0.0,55.0,Right,,,,,,,,,,,,,,
5085,Dauqel,Logistics,Brutalist,Grey,Orange,Grey,Grey,Orange,Orange,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,90.0,32.0,43.0,5.0,100.0,27.0,44.0,45.0,36.0,45.0,43.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
5086,Gurule,Construction,Construction Site,Grey,Grey,Grey,Amber,Yellow,,,,,,,,,,,,,,Healer,,Equipped,,,,,,75.0,61.0,96.0,27.0,48.0,-5.0,100.0,38.0,40.0,48.0,35.0,65.0,43.0,40.0,85.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
5087,Crystal,Sand,Desert,Glossy Black,Tan,Amber,Amber,Green,Blue,,,,Full,Nylon Fabric Black Worn,,,,,,,Nylon Fabric Black Worn,Dead eye,Equipped,Equipped,,,,Javelin,,81.0,65.0,67.0,56.0,64.0,72.0,100.0,95.0,81.0,57.0,52.0,52.0,77.0,68.0,85.0,85.0,0.0,0.0,64.0,,,,,,Dual,Blue,,Blue,,,,,,
5088,Séverin,Citizen,Alley,Grey,Urban Camo,Silver Stripe,Black,,Orange,,,,,,,,,,,,,Healer,,,,,,,,61.0,58.0,76.0,56.0,45.0,34.0,100.0,53.0,54.0,44.0,54.0,85.0,37.0,40.0,85.0,85.0,0.0,3.0,54.0,Dual,,,,,,,,,,,,,,
5089,Kacie,Logistics,Warehouse,Orange,Rust,Grey,Orange,,,,,,,,,,,,,,,Blind charge,,Equipped,,,,Healer,,79.0,50.0,85.0,30.0,51.0,-7.0,100.0,26.0,43.0,53.0,37.0,58.0,43.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
5090,Drone,Construction,Construction Site,Grey,Grey,Rust,Rust,Yellow,,,,,,,,,,,,,,,,Equipped,,,,,,75.0,61.0,95.0,26.0,49.0,-6.0,100.0,37.0,39.0,48.0,34.0,49.0,43.0,40.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
5091,Boisgeron,Logistics,Warehouse,Orange,Rust,Red Jelly,Orange,Orange,Orange,,,,,,,,,,,,,Blind charge,,Equipped,,,,Jetburst,,79.0,50.0,87.0,35.0,39.0,12.0,100.0,36.0,50.0,70.0,46.0,50.0,43.0,35.0,85.0,85.0,0.0,10.0,51.0,Left,,,,,,,,,,,,,,
5092,Rhea,Construction,Crane Sunset,Amber,Rust,Fire,,Orange,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,,,79.0,61.0,98.0,40.0,39.0,8.0,100.0,49.0,50.0,50.0,42.0,76.0,45.0,40.0,85.0,85.0,0.0,7.0,53.0,Dual,,,,,,,,,,,,,,
5093,Padraig,Snow,Arctic,Glossy White,Snow Camo,Glossy White,White,Yellow,Yellow,Single,Plasma Yellow,,Single,Mesh Maroon,,,,Single,Black Tip Kunai,,,Dead eye,Equipped,,,,,,,73.0,67.0,64.0,72.0,47.0,71.0,100.0,92.0,82.0,55.0,60.0,60.0,72.0,73.0,85.0,85.0,0.0,0.0,64.0,,,,,,Single,,,Yellow,,,,,,
5094,Alextra,Sand,Desert,Desert Camo,Desert Camo,Desert Camo,Desert Camo,Blue,Green,Single,,Plasma Yellow,Full,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Bucket and spades,Equipped,Equipped,,,,Shadow born,Equipped,98.0,70.0,62.0,94.0,77.0,82.0,100.0,80.0,74.0,88.0,67.0,81.0,68.0,67.0,85.0,85.0,0.0,0.0,71.0,,Starkware,,,,,,,,,Jetburst,Toughstuff,,,
5095,Swiatek,Civil,Temple Ruins,Grey,Grey,Yellow,Grey,Yellow,,Single,,Rusty,,,,,,,,,,Blind charge,,,,,,Artisan,,68.0,54.0,117.0,39.0,43.0,1.0,100.0,46.0,44.0,51.0,34.0,57.0,35.0,41.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
5096,Crystale,Hunter,Abandoned Building,Silver,Urban Camo,Red,Carbon Black,,,,,,Single,Oil Splat Hybrid Metallic,,,,Dual,Black Tip Kunai,EMP Kunai,,Stalker,Equipped,,,,,Conceled,,88.0,64.0,60.0,100.0,102.0,81.0,100.0,105.0,95.0,57.0,60.0,67.0,104.0,85.0,85.0,85.0,0.0,0.0,74.0,,Javelin,,Single,,Single,,,Red,,EMP blast,Fools silver,,,Equipped
5097,Pelzer,Jungle,Jungle,Glossy Black,Glossy Black,Carbon Black,Glossy Black,Yellow,Green,Single,,Plasma Blue,Full,Mesh Swamp Green,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Swamp Green,Second wind,Equipped,,,,,Dead eye,,73.0,79.0,64.0,74.0,65.0,83.0,100.0,95.0,102.0,52.0,63.0,58.0,76.0,79.0,85.0,85.0,0.0,0.0,69.0,,Shadow born,Mesh Swamp Green,,,Single,Orange,,,,,,,,
5098,Redblade,Construction,Crane Sunset,Grey,Amber,Grey,Grey,Yellow,,,,,,,,,,,,,,Artisan,,Equipped,,,,Brickie,,80.0,61.0,120.0,38.0,47.0,1.0,100.0,48.0,44.0,49.0,35.0,75.0,43.0,40.0,85.0,85.0,0.0,0.0,53.0,Dual,Healer,,,,,,,,,,,,,
5099,Patrock,Jungle,Jungle,Army Camo,Green,Green,Carbon Black,Green,Green,Single,,Plasma Blue,Single,Mesh Swamp Green,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Plasma burn,,Equipped,,,,Shadow born,,89.0,69.0,64.0,81.0,59.0,73.0,100.0,84.0,83.0,65.0,62.0,61.0,72.0,83.0,85.0,85.0,0.0,0.0,68.0,,,,,,Single,Orange,,,,,,,,
5100,Silurik,Police,Urban,Blue Camo,Blue Camo,Black,Black,Blue,,Dual,Shiny,Plasma Blue,,,,,,,,,,Artisan,,,,,,Second wind,Equipped,73.0,78.0,81.0,71.0,51.0,55.0,100.0,70.0,66.0,57.0,57.0,76.0,36.0,49.0,85.0,85.0,0.0,0.0,61.0,Left,,,,,,,,,,,,,,
5101,Tanzania,Jungle,Jungle,Green,Green,Army Camo,Glossy Black,Yellow,Orange,Dual,Plasma Orange,Plasma Orange,Single,,,,,Single,,Black Tip Kunai,Mesh Swamp Green,Circus knives,Equipped,,,,,Shadow born,,81.0,73.0,64.0,79.0,55.0,77.0,100.0,81.0,89.0,57.0,62.0,60.0,68.0,72.0,85.0,85.0,0.0,0.0,66.0,,,Mesh Swamp Green,,,,,,,,,,,,
5102,Randal,Citizen,Alley,Urban Camo,Carbon Grey,Carbon Grey,Urban Camo,,Orange,,,,,,,,,,,,,Herd immunity,,,,,,Healer,,66.0,63.0,77.0,59.0,47.0,37.0,100.0,54.0,54.0,45.0,55.0,93.0,31.0,40.0,85.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
